China,Germany,Japan,United States
2.62105001748115,1.50472330251876,0.335037912184741,1.46483265562717
1.92164162788521,0.906794000434246,2.75922671353253,1.62222297740817
1.43702380935655,0.514426137125456,0.795279630579839,0.118627135552451
2.00000182191943,0.491747008445174,-0.127258844489754,1.26158320570536
1.59313600071436,1.50949485109628,0.484199796126385,2.13011000365961
2.07479039965576,1.73216879766942,0.989094598021848,2.44258329692817
2.89923416358227,1.44565976888253,0.46877615938395,1.81221007526021
2.41942189457782,0.144877925813982,-0.024995834027731,1.23358439630629
0.981015135544882,3.06666666666673,-0.233352779398264,4.69785886363742
1.97357555739051,6.87257438551097,2.49770278172255,8.00279982052121
0.234836828893051,5.94643667725823,3.26813365933163,4.11633838374488
0.218128938439177,2.2564981433876,2.73853681635241,2.94952520485207
